event_id,event_name,series,number,date_iso,weekday,time,venue,city,performers,entrance,announcement_text,sources,date_confidence,conflicts
ev_031,Σάββατο 25 Μαϊου - ΚΙΤΣΙΟΥΛΗΣ... ΔΑΓΚΩΤΟ ,Other,,2019-05-21T16:30:00.000+03:00,Tuesday,21:00,Fuit Art Cafe,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,"Το Σάββατο 25 Μαϊου, μία ημέρα πριν τις εκλογές το fuit art cafe φιλοξενεί τον Τάκη Κιτσιούλη και τη μπάντα του σ' ένα απογευματινό γλέντι. Μαζί του ο Φώτης Παππάς στην κιθάρα, ο Πάνος Αμεξίσογλου στη",https://www.fuit.gr/2019/05/kitsioulis.html; https://www.fuit.gr/2019/05/pcp.html,exact,
ev_032,"Αλέξης Κρανίου: ""Το fuit κάνει γνωστά τα Γρεβενά στο εξωτερικό""",Other,,2019-05-18T13:54:00.000+03:00,Saturday,21:00,Fuit Art Cafe,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,To G-Weekend... ταξιδεύει στα Γρεβενά και σας παρουσιάζει το σημείο που κάνει γνωστή την πόλη της Μακεδονίας σ' όλη την υφήλιο.                Επιμέλεια: Αντώνης Πατσούρας         Αν ζεις μόνιμα σε μι,https://www.fuit.gr/2019/05/kraniou.html; https://www.fuit.gr/2019/04/filter-coffee-not-people.html; https://www.fuit.gr/2019/05/eisvoleas.html; https://www.fuit.gr/2019/05/konstantis-pistiolis-vol04.html,exact,
ev_033,"Χρύσα Κατσαρίνη: ""Το fuit είναι χώρος που αφήνει το στίγμα του στην πόλη""",Other,,2019-05-16T14:21:00.000+03:00,Thursday,21:00,Fuit Art Cafe,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,Η Εύα Χαντάβα βρέθηκε στο αγαπημένο της στέκι στα Γρεβενά και μας μίλησε για το φετινό πρωτάθλημα με τον ΠΑΟΚ και όχι μόνο...                    επιμέλεια:  Γιάννης Ευαγγελόπουλος         Γεννήθηκε κα,https://www.fuit.gr/2019/05/katsarini.html; https://www.fuit.gr/2019/05/to-fuit-1o-igloo-project.html; https://www.fuit.gr/2019/05/eva-hantava.html,exact,
ev_034,Τάρτα OREO χωρίς ψήσιμο ,Other,,2019-05-14T12:30:00.000+03:00,Tuesday,22:00,Fuit Art Cafe,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,"Πριν από μερικές μέρες είχαμε τη χαρά να τη δοκιμάσουμε στο fuit. Εκπληκτικό γλυκό, ότι καλύτερο για τους λάτρεις της σοκολάτας. Ιδανικός συνδυασμός για τον πρωινό εσπρέσο. Μας ζητήσατε τη συνταγή και",https://www.fuit.gr/2019/05/oreo.html; https://www.fuit.gr/2019/05/fuit-video-pistiolis.html,exact,
ev_035,Stand Up Comedy στο fuit,Other,,2019-05-12T00:00:00.000+03:00,Sunday,21:00,Fuit Art Cafe,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,"«Ό,τι  πολυτιμότερο έχω»     Το «ό,τι πολυτιμότερο έχω» ,η πρώτη σόλο Stand up comedy  παράσταση της Γρεβενιώτισσας  Χρύσας Κατσαρίνη,  η οποία, για πρώτη φορά, ανεβάζει την παράστασή της, στα Γρεβενά",https://www.fuit.gr/2019/05/stand-up-comedy.html,exact,
ev_036,Υποστηρίζουμε την Καλλιτεχνική Oμάδα Προσφύγων Γρεβενών,Other,,2019-05-05T15:45:00.001+03:00,Sunday,21:00,Fuit Art Cafe,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,"The idea is, if I can't heal from my art, then how can you heal?                                                               -Maynard James Keenan    Την Τετάρτη 8/5, στο  Fuit art cafe :   Υποστηρί",https://www.fuit.gr/2019/05/refugees.html,exact,
ev_037,Απογευματινό γλέντι με τον Κωσταντή Πιστιόλη - Σάββατο 04 Μαϊου,Other,,2019-05-03T18:41:00.000+03:00,Friday,21:00,Fuit Art Cafe,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,"Η λέξη γλέντι δεν μπορεί από μόνη της να περιγράψει αυτά που γίνονται, κάθε φορά που ο Κωσταντής Πιστιόλης έρχεται στο fuit. Το Σάββατο 04 Μαϊου ξαναέρχεται (για 4η φορά) στα Γρεβενά και ετοιμαστείτε ",https://www.fuit.gr/2019/05/pistiolis.html,exact,
ev_038,Στο πλευρό των... πρωταθλητών,Other,,2019-05-01T18:44:00.001+03:00,Wednesday,21:00,Fuit Art Cafe,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,"«Τα μεγάλα live δεν χρειάζονται πάντα μεγάλα φώτα, μεγάλο stage και μεγάλο ήχο. Υπάρχουν μικρές οάσεις, κρυμμένες σε στενά, που φτιάχνουν καθημερινά ανεπανάληπτες καταστάσεις και μόνο αν βρεθείς εκεί ",https://www.fuit.gr/2019/05/support-fuit.html; https://www.fuit.gr/2019/04/baildsa.html,exact,
ev_039,Σπιτικά pancakes,Other,,2019-04-27T11:55:00.001+03:00,Saturday,21:00,Fuit Art Cafe,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,"Κάθε μέρα γίνονται ανάρπαστα... Με σπιτική ζύμη της κας Δήμητρας, ψημένα εκείνη την ώρα! Pancakes με σοκολάτα ή μέλι ή μαρμελάδα! Η νέα... τρέλα του fuit",https://www.fuit.gr/2019/04/pancakes-spitika-fuit.html,exact,
ev_040,"CAYETANO: ""Δεύτερο σπίτι μου""",Other,,2019-04-18T21:25:00.000+03:00,Thursday,21:00,Fuit Art Cafe,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,"«Δεν υπάρχει ωραιότερο πράγμα απο το να ταξιδεύεις για την Μουσική και να επισκέπτεσαι μέρη, στα οποία οι άνθρωποι σε κάνουν να νιώθεις σαν στο σπίτι σου…  Το FUIT είναι ένα απο αυτά!»         CAYETAN",https://www.fuit.gr/2019/04/cayetano.html,exact,
ev_041,"Opera Chaotique: ""FUIT... Πυρσάρα, μανιτάρια και Rotting Christ""",Other,,2019-04-12T21:32:00.000+03:00,Friday,21:00,Fuit Art Cafe,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,"«Οι Opera Chaotique μαζί με τον κύριο Φ. Μπουρντένα φτάσαν στα Γρεβενά μια βροχερή μέρα του Μαρτίου. Στην πόλη του μανιταριού, ο αξιαγάπητος Γιάννης μας πήγε να δοκιμάσουμε όμορφες γεύσεις μανιταριών ",https://www.fuit.gr/2019/03/opera-chaotique.html,exact,
ev_042,Καλοκαιρινά T-SHIRT fuit ,Other,,2019-04-10T21:59:00.000+03:00,Wednesday,21:00,Fuit Art Cafe,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,"«Το να βρεθεί ένας χώρος στην πολή των Γρεβενών όπου  να μπορούμε να παίζουμε τη μουσική μας χωρίς συμβιβασμούς, είναι κάτι που σπανίζει.       Το Fuit όμως είναι και κάτι πέρα από αυτό: είναι χώρος π",https://www.fuit.gr/2019/04/souvenir-fuit.html; https://www.fuit.gr/2019/04/maria-papageorgiou.html,exact,
ev_043,Στο πλευρό της Φιλοζωικής ομάδας Γρεβενών,Other,,2019-04-03T21:49:00.000+03:00,Wednesday,21:00,Fuit Art Cafe,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,Από την πρώτη μέρα της λειτουργίας του fuit art cafe σταθήκαμε και στεκόμαστε στο πλευρό της Φιλοζωικής ομάδας Γρεβενών. Υπάρχει μόνιμα στο fuit κουμπαράς για την οικονομική ενίσχυση της Φιλοζωικής εν,https://www.fuit.gr/2019/04/filozoiki-grevenon-fuit.html,exact,
ev_044,"Γιώργος Αβραμίδης – ΕΠΙΣΚΕΠΤΕΣ: ""Πολιτιστική όαση""",Other,,2019-03-31T21:29:00.000+03:00,Sunday,22:00,Fuit Art Cafe,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,«Μια που έτσι και αλλιώς είμαι μέλος των ‘ΕΠΙΣΚΕΠΤΩΝ’ του Γιάννη Αγγελάκα θα ήθελα να σας πω ότι το fuit στα Γρεβενα αποτελεί μια όαση στην ευρύτερη περιοχή της δυτικής Μακεδονίας και όχι μόνο » .   «,https://www.fuit.gr/2019/03/giorgos-avramidis.html,exact,
ev_045,Έγραψαν για μας,Other,,2019-02-26T21:48:00.000+02:00,Tuesday,21:00,Βασιλίτσα Ski Resort,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,Δημοσιεύσεις για το fuit στον έντυπο και ηλεκτρονικό τύπο.               Fuit Art Cafe: Το μαγαζί στα Γρεβενά που κερνάει τους τετράποδους φίλους μας ΙΣΤΟΡΙΕΣ ΑΔΕΣΠΟΤΩΝ:  http://www.istoriesadespoton.,https://www.fuit.gr/2019/04/fuit-press.html,exact,
ev_046,"Κώστας Πουλής: ""Πρέπει να παίξεις εδώ"" ",Other,,2019-02-14T21:33:00.000+02:00,Thursday,21:00,Fuit Art Cafe,Γρεβενά,"Αλέξανδρος Χατζής, Στέργιος Χατζηκυριακίδης",Standard,"«Στο Fuit art cafe περάσαμε μια από τις καλύτερες βραδιές της ζωής μας. Άψογη η ηχητική κάλυψη, άψογος και φιλικότατος ο κόσμος, άψογος στη φιλοξενία ο Γιάννης, ιδιοκτήτης του χώρου » .     « Η δική μ",https://www.fuit.gr/2019/02/kostas-poulis.html,exact,
